1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,
0,2,2,1,3,2,2,4,2,4,4,5,4,5,7,5,5,5,6,8,10,8,10,9,7,11,9,8,10,10,9,12,11,12,13,16,14,19,15,13,18,17,17,15,21,20,16,25,17,19,26,24,24,20,19,23,25,22,22,21,24,23,27,30,31,33,33,27,31,27,27,35,33,36,31,25,30,33,41,33,33,34,41,33,38,33,35,41,46,42,70,42,42,37,39,45,48,33,38,42,
