1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,
3,4,2,3,3,5,5,9,6,7,6,9,9,11,12,11,12,13,17,15,16,17,17,18,20,16,18,19,19,21,21,22,22,23,38,26,24,25,32,28,28,27,35,38,41,51,35,37,33,48,37,40,47,65,59,116,54,44,51,52,56,51,59,115,67,66,45,57,57,49,47,74,72,56,67,58,73,60,86,60,80,82,70,72,76,69,101,73,71,90,72,83,80,86,92,112,85,102,92,91,
