1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,
1,2,2,2,3,3,4,4,7,6,6,7,10,13,9,8,8,11,11,13,24,12,20,15,19,15,17,19,18,18,16,25,19,17,21,22,22,25,23,33,29,27,23,32,31,41,27,36,34,30,54,36,43,42,39,33,36,35,49,34,67,62,54,88,39,60,54,78,40,43,41,39,53,66,46,46,48,63,71,71,61,46,80,76,64,48,63,62,62,58,68,56,95,55,69,88,109,82,88,112,
